고장발생일,건물명,주소,승강기고유번호
2022-12-22,원흥연세프라자,경기도 고양시 덕양구 의장로 140 (도내동),2156351
2022-12-21,대곡사계절타운,대구광역시 달서구 한실로 117 (도원동),6005742
2022-12-21,은빛6단지프라웰아파트,경기도 고양시 덕양구 화정로 27 (화정동，은빛마을6단지아파트),2112901
2022-12-20,덕소현대아파트,경기도 남양주시 와부읍 덕소로 150 (덕소현대아파트),2095333
2022-12-20,평택청북지구보도육교4,경기도 평택시 청북읍 옥길리 1219 ,2129905
2022-12-20,효성상아맨션,대전광역시 중구 계백로1686번길 51 (문화동),5005529
2022-12-19,계룡푸르지오더퍼스트,충남 계룡시 두마면 농소리 973 ,5090350
2022-12-19,킴벨빌딩,대전광역시 서구 대덕대로 238 (둔산동),5045570
2022-12-18,전라북도교육청 교직원 수련원,전라북도 부안군 변산면 대항리 606 ,7068581
2022-12-17,월계청백4단지아파트,서울특별시 노원구 월계로45가길 94 (월계동),0018187
2022-12-16,베스트뷰,경기도 의정부시 평화로 492 ,2207419
2022-12-16,주원빌딩,서울특별시 관악구 남부순환로 1734 (봉천동),0020639
2022-12-15,디오하이넷시티,대구광역시 동구 안심로49길 103 (서호동),6013040
2022-12-15,사동초등학교,경상북도 경산시 백양로33길 32 (사동),6013823
2022-12-15,육군사관학교관사및간부숙소,서울특별시 노원구 화랑로 564 (공릉동),0054248
2022-12-14,은하마을효성쌍용아파트,경기도 부천시 중동로279번길 22 (중동),2057738
2022-12-14,을지아파트,"경기도 군포시 산본천로 12 (산본동, 을지아파트)",2076738
2022-12-13,김포한강신도시우남퍼스트빌,"경기도 김포시 김포한강2로 103 (장기동, 초당마을우남퍼스트빌아파트)",2018256
2022-12-13,더스카이,광주광역시 남구 봉선2로 41 (봉선동),7065964
2022-12-12,문수로2차아이파크2단지,울산광역시 남구 동산로69번길 14 ,8066298
2022-12-10,동방,대구광역시 달서구 호산동로35북길 2 (호산동),6028858
2022-12-10,창동복합시설,서울시 도봉구 창동 1-28 ,0155520
2022-12-08,골든베이프라자,경기도 시흥시 거북섬로 163(정왕동) ,2247937
2022-12-08,백운동제일파크,"광주광역시 남구 백운로 67-6 (백운동, 제일파크맨션)",7015705
2022-12-07,한성빌딩,서울특별시 서초구 법원로2길 23 (서초동),0036354
2022-12-06,롯데시티호텔울산,울산광역시 남구 삼산로 204 (달동),8067497
2022-12-06,백송마을GSSK아파트,"경기도 부천시 상동로 25 (상동, 백송마을 GS,SK아파트)",2074585
2022-12-06,용성빌딩,경기도 화성시 효행로 1041 (진안동),2044315
2022-12-05,(주)엘디티 본사사옥,충청남도 천안시 서북구 한들1로 126-33 (백석동),5046470
2022-12-05,중흥S클래스리버티,"광주광역시 광산구 풍영철길로 20-20  (우산동, 중흥에스클래스리버티)",7049683
2022-12-05,힐스테이트다사역,대구광역시 달성군 다사읍 매곡로12길 22 ,6061820
2022-12-04,대구교통공사 1호선 대곡역,대구광역시 달서구 비슬로 지하 2718 (대곡동),6003991
2022-12-04,동래3차 SK VIEW 아파트,부산광역시 동래구 온천장로65번길 9 ,8112299
2022-12-04,블루마시티2차푸르지오,울산광역시 북구 강동산하2로 43 (산하동),8067704
2022-12-04,초록마을2단지,대전광역시 서구 복수동로 21-20 (복수동),5002869
2022-12-02,롯데캐슬위너아파트,"서울특별시 양천구 목동중앙북로 38 (목동, 롯데캐슬위너아파트)",0092496
2022-12-01,마곡엠밸리9단지아파트,"서울특별시 강서구 공항대로 103 (마곡동, 마곡 엠밸리 9단지)",0144229
2022-12-01,알토모텔,"대구광역시 달성군 논공읍 금포로 13 , 알토모텔 ",6036744
2022-12-01,은성빌딩,대구광역시 수성구 동대구로77길 9 (범어동),6050349
2022-12-01,한국철도공사분당선-매교역,경기도 수원시 팔달구 효원로 지하126 (매교동),2088924
2022-11-30,갈릴리교회,서울특별시 구로구 새말로 93 (구로동),0024886
2022-11-30,도담빌딩,경상북도 포항시 남구 효성로43번길 3 (효자동),6030670
2022-11-30,발리모텔,강원도 강릉시 주문진읍 주문로 155 ,4003214
2022-11-30,신천자이아파트,대구광역시 동구 신암로16길 25 (신천동，신천자이),6040713
2022-11-30,칠곡북삼휴먼시아,경상북도 칠곡군 북삼읍 북삼로 200 (북삼 휴먼시아),6010234
2022-11-29,수원화서블루밍푸른숲아파트,경기도 수원시 팔달구 화양로50번길 30 (화서동),2047071
2022-11-27,대구욱수동삼정그린코아포레스트,대구광역시 수성구 욱수동 25외 23필지 ,6063732
2022-11-27,현대제철A지구,"충청남도 당진시 송산면 북부산업로 1526 , (고로3기)",5049793
2022-11-26,백석중흥S클래스,충청남도 천안시 서북구 한들1로 152-9 (백석동),5038487
2022-11-25,금곡동 주공2단지 교통약자편의시설,"부산광역시 북구 금곡대로616번길 10-7 , 금곡주공 2단지 앞  (금곡동, 금곡2단지주공아파트)",8091947
2022-11-24,노블리안102동,"경상북도 포항시 북구 동빈로94번길 9-3 (동빈1가, 노블리안)",6034847
2022-11-24,목포 석현동 서희스타힐스,전라남도 목포시 도룡길 48 (석현동),7065381
2022-11-23,금류강남타운1차,경상북도 고령군 다산면 상곡1길 15 (금류강남타운아파트),6026878
2022-11-23,에쉐르카운티,인천광역시 미추홀구 주승로 110 (주안동),2187458
2022-11-22,M-동탄물류센터(B동),경기도 화성시 동탄물류로 48 (신동),2201028
2022-11-22,광산리오빌,충청남도 천안시 서북구 쌍용19로 29-4 (쌍용동),5057743
2022-11-22,오류동삼성아파트,대전광역시 중구 계룡로 852 (오류동),5013549
2022-11-21,연세요양병원,강원도 원주시 남원로 631 (명륜동),4017235
2022-11-20,(주)코아토탈시스템,서울특별시 종로구 종로12길 15 (관철동),0001186
2022-11-20,금오하이츠,경기도 성남시 수정구 수정남로316번길 1 (산성동),2024603
2022-11-19,원정로얄팰리스,경상남도 진주시 진양호로225번길 8 (평거동),8016198
2022-11-18,동광주택중마2차아파트,전라남도 광양시 행정1길 9 (중동),7005039
2022-11-18,한국아파트,경기도 용인시 수지구 정평로 116 (풍덕천동),2007905
2022-11-17,곤지암킴스빌리지아파트,경기도 광주시 곤지암읍 평촌길 20 (킴스빌리지아파트),2069610
2022-11-17,부안오투그란데2차하이스트아파트,전라북도 부안군 부안읍 번영로 63-10 관리소,7066661
2022-11-16,"세운3-1,4,5구역 도시환경정비사업",서울시 중구 입정동 189-1 ,0158108
2022-11-16,탕정삼성트라팰리스,충청남도 아산시 탕정면 탕정면로 37 ,5035643
2022-11-14,탑동현대아파트,충청북도 청주시 상당구 탑동로 78 (탑동),5041769
2022-11-13,명신프라자,부산광역시 북구 금곡대로303번길 25 (화명동),8053282
2022-11-13,서동빌라,경상남도 의령군 의령읍 의병로8길 35-17 (서동빌라),8027759
2022-11-13,엘림타운하우스101동,"충청남도 보령시 구시7길 75 (대천동, 엘림타운하우스)",5055563
2022-11-13,장터식당,부산광역시 중구 광복로 19-1 (부평동1가),8006652
2022-11-10,다온,경기도 양주시 옥정동로5마길 5 ,2247199
2022-11-09,KCC아라스위첸아파트,"제주특별자치도 제주시 아란9길 22 (아라일동, KCC아라스위첸아파트)",9003370
2022-11-08,홍은벽산아파트,서울특별시 서대문구 세검정로1길 95 (홍은동，벽산아파트),0068942
2022-11-07,평택역 SK VIEW,경기도 평택시 고평로 50 (통복동),2241294
2022-11-06,국지경로당,서울특별시 관악구 국회단지21길 14 (봉천동),0030990
2022-11-06,블루마시티 서희스타힐스아파트,울산광역시 북구 산하중앙3로 142 (산하동),8087564
2022-11-06,연산한양타워아파트,부산광역시 연제구 과정로344번길 22 (연산동),8051232
2022-11-04,명보빌딩,서울특별시 강남구 삼성로 709 (청담동),0067883
2022-11-04,북한산힐스테이트7차(분양),서울특별시 은평구 통일로 796 (불광동，북한산 힐스테이트 7차),0042199
2022-11-04,홍은미성아파트,서울특별시 서대문구 연희로41길 114 (홍은동),0002735
2022-11-03,김천혁신2차한신휴플러스,"경상북도 김천시 혁신4로 12  (율곡동, 센트럴파크 한신휴플러스)",6046750
2022-11-03,롯데하이마트 내당점,대구광역시 서구 달구벌대로 1849 (내당동) ,6059083
2022-11-03,베러유빌딩,대전시 대덕구 중리동 250-1 ,5086722
2022-11-02,베누스빌딩,충청북도 음성군 맹동면 장성로 41 ,5066315
2022-11-02,힐스테이트 청계,서울특별시 동대문구 천호대로55길 11 (답십리동),0124733
2022-11-01,VIP오피스텔,인천광역시 남동구 예술로226번길 18 (구월동),2092647
2022-11-01,퇴계원엘리시아아파트,경기도 남양주시 퇴계원면 경춘북로558번길 10 ,2096730
2022-10-31,미사강변도시13단지아파트,"경기도 하남시 아리수로 565 (망월동, 미사강변도시13단지)",2149701
2022-10-31,새광주교회,광주광역시 서구 금화로492번길 5  (농성동),7059623
2022-10-31,은빛마을5단지아파트,"경기도 고양시 덕양구 화중로 164 (화정동, 은빛마을5단지아파트)",2019456
2022-10-31,초원아파트,대전광역시 서구 만년로 45 (만년동),5052915
2022-10-29,주원빌,경상북도 경주시 석장길 84-15 ,6056852
2022-10-26,기흥 ICT밸리 SK V1,경기도 용인시 기흥구 기흥로 58-1 ,2223657
2022-10-25,아름동 주차타워,세종특별자치시 보듬3로 105 (아름동),5073564
2022-10-25,초록마을5단지,대전광역시 서구 유등로17번길 109  (복수동),5029979
2022-10-24,광신프로그레스,전라남도 화순군 화순읍 대리길 41 (화순광신프로그레스),7048405
2022-10-24,신기해강아파트,"경상남도 양산시 고향의봄1길 22 (신기동, 해강아파트)",8044856
2022-10-23,중산마을2차코오롱APT,경기도 고양시 일산동구 고봉로 422 (중산동，중산마을2단지아파트),2077788
2022-10-22,두레아파트,대전광역시 대덕구 대화1길 77 (대화동),5001809
2022-10-21,영신주택,서울특별시 중랑구 사가정로54길 27-1 (면목동),0124270
2022-10-20,신영빌딩,서울특별시 강남구 영동대로 731 (청담동),0057541
2022-10-20,온유비,경기도 오산시 서동로 133-25(서동) ,2256198
2022-10-20,중흥S클래스1차아파트,전라남도 순천시 해룡면 좌야로 101 ,7033695
2022-10-18,광주역 한국아델리움,광주광역시 북구 무등로202번길 6 (신안동),7070507
2022-10-18,현대프리미엄아울렛 남양주점,경기도 남양주시 다산순환로 50 (다산동),2236861
2022-10-18,힐스테이트 리버파크,"광주광역시 광산구 첨단강변로 100 (쌍암동, 힐스테이트 리버파크)",7059036
2022-10-16,새뜸마을4단지,세종특별자치시  새롬북로 13 (새롬동),5064076
2022-10-15,효자한강아파트,전라북도 전주시 완산구 강변로 120 (효자동1가),7038986
2022-10-13,다성이즈빌,"서울특별시 강동구 고덕로 64 (암사동, 다성이즈빌)",0112591
2022-10-13,용인서천2차IPARK,"경기도 용인시 기흥구 서천동로21번길 11-22 (서천동, 서천2차 아이파크)",2160344
2022-10-13,정림무지개맨션,경상남도 고성군 고성읍 중앙로 87 ,8042318
2022-10-12,JK사이언스,전라북도 전주시 완산구 전주천동로 264  (다가동4가),7009409
2022-10-12,주택관리공단(주)각화관리소,"광주광역시 북구 군왕로207번길 20  (각화동, 주공아파트)",7028447
2022-10-10,체스터톤스호텔,강원도 속초시 엑스포로 109 ,4020840
2022-10-08,율전동 413-1,경기도 수원시 장안구 율전로 76 (율전동),2174005
2022-10-06,강촌마을5단지라이프2차아파트,"경기도 고양시 일산동구 강석로 110  (마두동, 강촌마을5단지아파트)",2133890
2022-10-04,르메이에르장안타운5차,서울특별시 동대문구 장한로26길 37 (장안동),0005775
2022-10-03,디이노빌딩,서울특별시 강남구 강남대로162길 43 (신사동),0045582
2022-10-02,경북대학교병원,대구광역시 중구 동덕로 130 (삼덕동2가),6020818
2022-10-02,충남내포 1차 대방엘리움 RM9BL 아파트,충청남도 예산군 삽교읍 목리 1275 ,5093395
2022-09-30,양지마을8단지아파트,경기도 의정부시 송양로 45 (낙양동),2096532
2022-09-29,문수산동원로얄듀크,울산광역시 울주군 범서읍 장검길 60 (문수산동원로얄듀크),8092677
2022-09-27,명지캐럿86주상복합아파트,"경기도 고양시 덕양구 호국로 822 (성사동, 명지캐럿86)",2135617
2022-09-27,수지로빌딩,경기도 용인시 수지구 풍덕천로129번길 16-6 (풍덕천동),2103518
2022-09-26,월성영남맨션,대구광역시 달서구 학산로2길 39 (월성동),6004904
2022-09-25,소호동금호타운,"전라남도 여수시 소호5길 22 (소호동, 금호아파트)",7044929
2022-09-23,신가부영아파트,광주광역시 광산구 수등로 287 (신창동),7014115
2022-09-22,조례금호타운아파트,전라남도 순천시 조례1길 9 (조례동),7007121
2022-09-22,현대메트로타워2차아파트,전라북도 군산시 구암3.1로 30  (대명동),7051271
2022-09-18,정관스카이(주)골프연습장,부산광역시 기장군 정관읍 달음산길 66 ,8019450
2022-09-16,무들에코클래스,광주광역시 광산구 임방울대로826번길 60-5 (월계동),7036996
2022-09-14,대구화원설화지역주택조합,대구광역시 달성군 화원읍 명천로 383 ,6061722
2022-09-10,화현마을우림필유,경기도 평택시 안중읍 안현로서9길 164-20 ,2012483
2022-09-09,아름마을인창래미안,경기도 구리시 동구릉로85번길 63 (인창동),2039165
2022-09-07,포천한신아파트,경기도 포천시 학동로 47 (신읍동),2098305
2022-09-07,한덕빌딩,서울특별시 강남구 테헤란로7길 11 (역삼동),0075995
2022-09-06,(주)랩티,경기도 용인시 처인구 모현면 백옥대로 2182-42 ,2147884
